xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,modern_latitude,modern_longitude
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2346.71,,,322.89,65.25,65.25,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 165",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2352.72,,,315.04,49.91,49.91,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 166",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2372.2,,,421.38,74.41,74.41,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 168",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2381.29,,,377.94,66.87,66.87,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 169",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2389.32,,,384.56,60.93,60.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 170",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2410.92,,,284.49,43.31,43.31,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 171",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2424.89,,,342.68,54.58,54.58,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 172",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2451.23,,,328.63,49.66,49.66,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 173",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2474.49,,,350.9,56.13,56.13,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 174",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2500.4,,,366.56,62.15,62.15,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 175",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2501.4,,,371.83,59.56,59.56,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 176",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2521.93,,,256.19,39.48,39.48,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 177",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2545.15,,,343.36,55.24,55.24,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 178",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2561.9,,,307.5,47.06,47.06,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 179",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2579.43,,,338.08,51.73,51.73,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 180",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2594.84,,,373.79,67.31,67.31,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 181",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2615.07,,,287.11,44.39,44.39,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 182",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2624.5,,,313.39,50.84,50.84,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 183",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2630.91,,,253.28,44.3,44.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 184",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2648.26,,,291.37,44.92,44.92,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 185",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2664.7,,,310.78,50.53,50.53,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 186",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2673.02,,,270.56,47.18,47.18,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 187",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2680.36,,,333.59,54.26,54.26,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 188",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2686.56,,,294.77,48.26,48.26,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 189",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2695.16,,,285.29,44.28,44.28,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 190",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2700.04,,,242.5,57.88,57.88,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 191",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2703.2,,,329.6,56.75,56.75,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 192",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2707.21,,,272.13,42.43,42.43,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 193",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2745.52,,,349.19,57.09,57.09,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 194",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2751.48,,,330.48,60.56,60.56,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 195",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2764.19,,,368.5,63.46,63.46,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 196",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2777.48,,,288.15,45.1,45.1,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 197",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2798.54,,,291.7,48.19,48.19,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 198",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2830.18,,,328.18,54,54,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 199",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2831.68,,,372.83,94.74,94.74,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 200",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2838.9,,,400.9,69.38,69.38,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 201",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2849.18,,,317.96,55.39,55.39,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 202",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2858.32,,,459.5,93.19,93.19,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 203",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2912.38,,,383.22,66.57,66.57,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 204",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2923.56,,,390.27,71.45,71.45,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 205",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2941.58,,,349.39,54.96,54.96,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 206",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2950.49,,,370.51,64.7,64.7,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 207",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2951.16,,,433.94,108.93,108.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 208",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2959.6,,,359.02,56.36,56.36,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 209",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2978.07,,,341.56,56.75,56.75,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 210",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3002.81,,,383.47,66.95,66.95,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 211",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3011,,,371.06,64.97,64.97,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 212",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3027.58,,,396.19,69.25,69.25,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 213",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3042.66,,,436.07,89.26,89.26,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 214",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3050.02,,,434.53,79.99,79.99,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 215",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3059.03,,,374.99,77.41,77.41,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 216",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3062.96,,,429.61,83.53,83.53,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 217",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3066.54,,,395.44,73.4,73.4,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 218",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3091.18,,,348.38,61.3,61.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 219",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3100.18,,,333.78,55.84,55.84,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 220",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3114.24,,,408.87,75.96,75.96,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 221",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3133.15,,,360.17,70.88,70.88,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 222",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3143.17,,,348.65,68.73,68.73,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 223",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3151.9,,,418.04,159.33,159.33,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 224",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3157.94,,,355.21,63.09,63.09,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 225",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3171.55,,,472.08,97.28,97.28,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 226",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3179.79,,,398.71,66.99,66.99,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 227",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3189.19,,,296.58,47.63,47.63,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 228",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3198.73,,,346.11,61.48,61.48,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 229",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3209.38,,,341.93,64.06,64.06,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 230",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3224.6,,,393.61,77.38,77.38,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 231",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3239.89,,,443.43,135.91,135.91,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 232",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3242.93,,,371.05,66,66,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 233",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3245.81,,,332.38,56.21,56.21,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 234",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3259.58,,,365.05,84.69,84.69,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 235",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3270.17,,,382.37,98.67,98.67,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 236",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3280.6,,,329,58.73,58.73,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 237",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3.9,,,282.68,40.93,40.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 238",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,456.3,,,334.31,48.38,48.38,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 239",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,900,,,312.84,45.37,45.37,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 240",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,1500,,,292.11,43.25,43.25,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 241",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2109,,,308.46,51.3,51.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 242",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2592,,,284.38,49.06,49.06,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 243",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2785,,,356.05,62.13,62.13,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 244",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2889.52,,,525.1,113.4,113.4,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 245",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,2985,,,531.04,115.79,115.79,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 246",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3049.9,,,577.6,136.29,136.29,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 247",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3172,,,413.58,78.08,78.08,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 248",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3495.9,,,470.21,97.1,97.1,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 249",12.91083,-78.83333
boron_isotopes_dyez_2018.xlsx,999,Boron Proxies,10.1029/2018PA003349,3.91,2,2,264.56,48.56,48.56,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 282",12.91083,-78.83333
